house_id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,price,date,sales_year,sales_month,sales_day,sales_week
9267200226,3.0,2.5,1770.0,1235.0,3.0,3,8,1600.0,170.0,2007,98103,47.6965,-122.342,1680.0,1203.0,436110.0,2014-05-02,2014,5,2,18
7831800460,2.0,1.0,1210.0,9400.0,1.0,2,6,1210.0,,1949,98106,47.5342,-122.36,1580.0,6026.0,235000.0,2014-05-02,2014,5,2,18
1962200037,3.0,2.25,1750.0,1572.0,2.5,3,9,1470.0,280.0,2005,98102,47.6498,-122.321,2410.0,3050.0,626000.0,2014-05-02,2014,5,2,18
587550340,3.0,2.5,3240.0,33151.0,2.0,3,10,3240.0,,1995,98023,47.3256,-122.378,4050.0,24967.0,604000.0,2014-05-02,2014,5,2,18
2391600950,3.0,2.5,1770.0,2875.0,2.0,3,8,1770.0,,1990,98116,47.5631,-122.397,1770.0,3833.0,439950.0,2014-05-02,2014,5,2,18
5072200040,3.0,2.0,1960.0,13100.0,1.0,5,8,1650.0,310.0,1957,98166,47.4419,-122.34,1960.0,10518.0,403000.0,2014-05-02,2014,5,2,18
5056500260,4.0,2.25,2160.0,8119.0,1.0,3,8,1080.0,1080.0,1966,98006,47.5443,-122.177,1850.0,9000.0,440000.0,2014-05-02,2014,5,2,18
7525410190,3.0,1.75,2910.0,35200.0,1.5,3,8,2910.0,,1979,98075,47.5747,-122.035,2590.0,37500.0,550000.0,2014-05-02,2014,5,2,18
5561000190,3.0,2.25,1970.0,35100.0,2.0,4,9,1970.0,,1977,98027,47.4635,-121.991,2340.0,35100.0,437500.0,2014-05-02,2014,5,2,18
2618300080,3.0,1.5,1200.0,9720.0,1.0,4,7,1200.0,,1965,98042,47.4225,-122.153,1380.0,10284.0,242500.0,2014-05-02,2014,5,2,18
4408100095,2.0,1.0,850.0,6174.0,1.0,4,7,850.0,,1950,98155,47.7352,-122.328,1100.0,6174.0,308500.0,2014-05-02,2014,5,2,18
1860600135,5.0,2.5,3650.0,9050.0,2.0,5,10,3370.0,280.0,1921,98119,47.6345,-122.367,2880.0,5400.0,2380000.0,2014-05-02,2014,5,2,18
2011000010,3.0,1.75,1370.0,5858.0,1.0,3,7,1370.0,,1987,98198,47.3815,-122.313,1400.0,7500.0,257950.0,2014-05-02,2014,5,2,18
123059127,4.0,3.25,2730.0,54014.0,1.0,3,9,1560.0,1170.0,2007,98059,47.5133,-122.11,2730.0,100000.0,625000.0,2014-05-02,2014,5,2,18
6403500290,3.0,2.5,1930.0,10460.0,2.0,3,8,1930.0,,1996,98059,47.4938,-122.161,2290.0,8228.0,407500.0,2014-05-02,2014,5,2,18
8673400086,3.0,2.5,1270.0,1180.0,3.0,3,8,1270.0,,2001,98107,47.6697,-122.392,1320.0,1180.0,445700.0,2014-05-02,2014,5,2,18
2207200675,3.0,1.5,1570.0,6700.0,1.0,4,7,1570.0,,1956,98007,47.6022,-122.134,1570.0,7300.0,419000.0,2014-05-02,2014,5,2,18
8564860280,3.0,2.5,2680.0,5539.0,2.0,3,8,2680.0,,2013,98045,47.4761,-121.734,2990.0,6037.0,459990.0,2014-05-02,2014,5,2,18
1868902745,3.0,2.0,2710.0,4500.0,1.5,4,8,1880.0,830.0,1929,98115,47.6747,-122.295,2060.0,4500.0,805000.0,2014-05-02,2014,5,2,18
2326059099,4.0,2.5,3310.0,42998.0,2.0,3,9,3310.0,,2001,98052,47.7232,-122.131,3350.0,42847.0,838000.0,2014-05-02,2014,5,2,18
5561000920,4.0,2.75,2710.0,37277.0,2.0,3,9,2710.0,,2000,98027,47.4634,-121.987,2390.0,39299.0,630000.0,2014-05-02,2014,5,2,18
3876200060,4.0,1.75,1560.0,8700.0,1.0,4,7,1560.0,,1967,98034,47.7274,-122.181,2080.0,8000.0,382500.0,2014-05-02,2014,5,2,18
776600130,3.0,1.5,1180.0,10277.0,1.0,3,6,1180.0,,1983,98045,47.488,-121.787,1680.0,11104.0,275000.0,2014-05-02,2014,5,2,18
6600780130,4.0,3.0,3110.0,7231.0,2.0,3,8,3110.0,,1997,98092,47.3279,-122.191,2820.0,7311.0,367500.0,2014-05-02,2014,5,2,18
5652600185,3.0,1.75,2240.0,10578.0,2.0,5,8,1550.0,690.0,1923,98115,47.6954,-122.292,1570.0,10578.0,750000.0,2014-05-02,2014,5,2,18
1999700045,3.0,1.5,1340.0,7912.0,1.5,3,7,1340.0,,1955,98133,47.7658,-122.339,1480.0,7940.0,313000.0,2014-05-02,2014,5,2,18
7399300120,4.0,2.0,1480.0,8625.0,1.0,4,7,1480.0,,1974,98055,47.462,-122.193,2130.0,8502.0,260000.0,2014-05-02,2014,5,2,18
4217401055,4.0,2.5,2920.0,4000.0,1.5,5,8,1910.0,1010.0,1909,98105,47.6578,-122.28,2470.0,4000.0,1400000.0,2014-05-02,2014,5,2,18
4040800810,3.0,2.25,2000.0,8030.0,1.0,4,8,1000.0,1000.0,1963,98008,47.6188,-122.114,2070.0,8250.0,420000.0,2014-05-02,2014,5,2,18
9294300070,4.0,2.0,1820.0,5000.0,1.5,3,7,1640.0,180.0,1945,98115,47.6815,-122.269,2060.0,5000.0,650000.0,2014-05-02,2014,5,2,18
5467900070,3.0,2.0,1930.0,11947.0,1.0,4,8,1930.0,,1966,98042,47.3672,-122.151,2200.0,12825.0,342000.0,2014-05-02,2014,5,2,18
7853220390,5.0,3.25,3660.0,11995.0,2.0,3,10,3660.0,,2006,98065,47.5337,-121.86,3320.0,11241.0,785000.0,2014-05-02,2014,5,2,18
3832050580,3.0,2.5,2540.0,5050.0,2.0,3,7,2540.0,,2006,98042,47.3358,-122.055,2280.0,5050.0,300000.0,2014-05-02,2014,5,2,18
4219400290,5.0,2.75,2910.0,9480.0,1.5,3,8,2910.0,,1939,98105,47.6552,-122.278,2940.0,6600.0,1200000.0,2014-05-02,2014,5,2,18
7575600100,3.0,2.5,2090.0,10834.0,1.0,4,8,1360.0,730.0,1987,98003,47.3537,-122.303,1750.0,8595.0,285000.0,2014-05-02,2014,5,2,18
5101405331,4.0,1.75,1600.0,6380.0,1.0,3,8,1130.0,470.0,1959,98125,47.701,-122.306,1090.0,6380.0,495000.0,2014-05-02,2014,5,2,18
1982201345,2.0,1.0,800.0,4850.0,1.0,4,7,800.0,,1944,98107,47.6639,-122.364,1150.0,4365.0,440000.0,2014-05-02,2014,5,2,18
7525100520,2.0,2.0,1350.0,2560.0,1.0,3,8,1350.0,,1976,98052,47.6344,-122.107,1790.0,2560.0,335000.0,2014-05-02,2014,5,2,18
1245003160,4.0,2.25,2200.0,11250.0,1.5,5,7,1300.0,900.0,1920,98033,47.6845,-122.201,2320.0,10814.0,698000.0,2014-05-02,2014,5,2,18
1088800850,4.0,2.5,2730.0,12261.0,2.0,3,9,2730.0,,1991,98011,47.7419,-122.205,2730.0,10872.0,612500.0,2014-05-02,2014,5,2,18
3328500250,4.0,2.5,2200.0,9397.0,2.0,3,8,2200.0,,1987,98001,47.3406,-122.269,2310.0,9176.0,285000.0,2014-05-02,2014,5,2,18
2493200195,3.0,1.75,2360.0,7291.0,1.0,4,8,1360.0,1000.0,1948,98136,47.5274,-122.384,1860.0,5499.0,615000.0,2014-05-02,2014,5,2,18
2591720070,4.0,2.5,2710.0,35868.0,2.0,3,9,2710.0,,1989,98038,47.375,-122.022,2780.0,36224.0,482000.0,2014-05-02,2014,5,2,18
2423600100,4.0,1.75,2190.0,100000.0,1.0,3,9,2190.0,,1968,98092,47.2703,-122.069,3000.0,100000.0,491500.0,2014-05-02,2014,5,2,18
2201501015,4.0,1.5,1920.0,10000.0,1.0,4,7,1070.0,850.0,1954,98006,47.5725,-122.133,1450.0,10836.0,430000.0,2014-05-02,2014,5,2,18
1737320120,5.0,2.5,2210.0,9655.0,1.0,3,8,1460.0,750.0,1976,98011,47.7698,-122.222,2080.0,8633.0,470000.0,2014-05-02,2014,5,2,18
2025700730,3.0,3.0,1850.0,19966.0,1.0,4,7,1090.0,760.0,1992,98038,47.3493,-122.034,1410.0,6715.0,287200.0,2014-05-02,2014,5,2,18
2738600140,4.0,2.5,2860.0,3345.0,2.0,3,8,2190.0,670.0,2004,98072,47.7735,-122.158,2860.0,3596.0,499950.0,2014-05-02,2014,5,2,18
9474700020,3.0,1.0,1010.0,9945.0,1.0,4,6,1010.0,,1973,98065,47.5324,-121.763,1390.0,12710.0,310000.0,2014-05-03,2014,5,3,18
1523069197,3.0,2.5,1650.0,14054.0,1.0,4,7,1130.0,520.0,1986,98027,47.4821,-122.017,1940.0,87555.0,379880.0,2014-05-03,2014,5,3,18
8132700150,2.0,1.0,900.0,5000.0,1.0,3,7,900.0,,1944,98117,47.6883,-122.395,1280.0,5000.0,553000.0,2014-05-03,2014,5,3,18
7708180040,4.0,2.75,2920.0,6605.0,2.0,3,8,2920.0,,2012,98059,47.4909,-122.144,3030.0,6605.0,625000.0,2014-05-03,2014,5,3,18
2591830130,3.0,2.5,2200.0,7350.0,1.0,5,8,1570.0,630.0,1988,98058,47.4395,-122.161,2350.0,7557.0,365000.0,2014-05-04,2014,5,4,18
4137010530,4.0,2.5,2530.0,9933.0,2.0,3,8,2010.0,520.0,1990,98092,47.2654,-122.216,2140.0,9933.0,331950.0,2014-05-04,2014,5,4,18
4003000285,4.0,2.0,2280.0,6010.0,1.0,3,7,1140.0,1140.0,1900,98122,47.6034,-122.289,2240.0,6200.0,628000.0,2014-05-04,2014,5,4,18
8682250090,2.0,2.5,2680.0,7392.0,1.0,3,9,2680.0,,2004,98053,47.717,-122.026,2315.0,7045.0,775000.0,2014-05-04,2014,5,4,18
9829201058,3.0,2.5,2850.0,7130.0,2.0,3,10,1990.0,860.0,1980,98122,47.603,-122.289,2280.0,6459.0,783500.0,2014-05-04,2014,5,4,18
8562710250,4.0,4.25,4420.0,5750.0,2.0,3,10,3410.0,1010.0,2006,98027,47.5404,-122.073,4420.0,5750.0,890000.0,2014-05-05,2014,5,5,19
4309710250,4.0,2.5,3180.0,21904.0,2.0,3,9,3180.0,,2000,98059,47.515,-122.117,3715.0,29170.0,736500.0,2014-05-05,2014,5,5,19
3080000030,3.0,2.5,2230.0,4000.0,2.0,3,7,2230.0,,1954,98144,47.5801,-122.306,1310.0,4000.0,398750.0,2014-05-05,2014,5,5,19
9578090050,4.0,2.5,3400.0,9692.0,2.0,3,9,3400.0,,2007,98052,47.708,-122.109,3070.0,7375.0,830000.0,2014-05-05,2014,5,5,19
2215500205,3.0,1.75,1880.0,6360.0,1.0,4,7,1040.0,840.0,1945,98115,47.6878,-122.286,1770.0,6175.0,600000.0,2014-05-05,2014,5,5,19
5561301280,3.0,2.25,1800.0,36704.0,1.0,4,8,1360.0,440.0,1978,98027,47.4688,-122.013,2730.0,36404.0,410000.0,2014-05-05,2014,5,5,19
6402710120,3.0,2.5,1880.0,7838.0,2.0,3,7,1880.0,,1994,98055,47.4439,-122.19,1810.0,7915.0,309950.0,2014-05-05,2014,5,5,19
3619600143,3.0,1.5,2160.0,9000.0,1.0,4,8,1400.0,,1949,98177,47.7241,-122.369,3010.0,9000.0,650000.0,2014-05-05,2014,5,5,19
4385700425,2.0,2.5,2220.0,4000.0,2.0,3,9,2220.0,,2000,98112,47.6364,-122.28,1870.0,4000.0,1430000.0,2014-05-05,2014,5,5,19
2488200459,2.0,3.0,1410.0,1240.0,2.0,3,8,1140.0,270.0,2006,98136,47.5221,-122.39,1410.0,1273.0,405000.0,2014-05-05,2014,5,5,19
1446403305,2.0,1.0,810.0,7158.0,1.0,5,6,810.0,,1944,98168,47.4882,-122.325,1090.0,7158.0,206000.0,2014-05-05,2014,5,5,19
3644100086,2.0,1.5,1160.0,1438.0,2.0,3,7,1160.0,,2001,98144,47.5917,-122.295,1220.0,1740.0,340000.0,2014-05-05,2014,5,5,19
9268851800,3.0,2.25,1620.0,998.0,2.5,3,8,1540.0,80.0,2010,98027,47.5401,-122.027,1620.0,1299.0,415000.0,2014-05-05,2014,5,5,19
6632300212,3.0,3.0,1571.0,2017.0,3.0,3,8,1571.0,,2008,98125,47.7338,-122.309,1520.0,1497.0,366750.0,2014-05-05,2014,5,5,19
1891100090,3.0,1.75,1480.0,2185.0,2.5,3,9,1480.0,,2005,98034,47.6945,-122.17,1480.0,2441.0,620000.0,2014-05-05,2014,5,5,19
2979800409,3.0,2.5,1408.0,989.0,3.0,3,8,1408.0,,2005,98115,47.6856,-122.315,1408.0,1342.0,416286.0,2014-05-05,2014,5,5,19
7300400580,4.0,2.5,2370.0,6500.0,2.0,3,9,2370.0,,1998,98092,47.3328,-122.173,2590.0,6137.0,328000.0,2014-05-05,2014,5,5,19
9828700200,4.0,3.0,2170.0,4000.0,2.0,4,9,1610.0,560.0,1982,98112,47.6196,-122.292,1670.0,4000.0,831000.0,2014-05-05,2014,5,5,19
723000114,5.0,3.5,4010.0,8510.0,2.0,5,9,2850.0,1160.0,1971,98105,47.6578,-122.286,2610.0,6128.0,1400000.0,2014-05-05,2014,5,5,19
1196000007,5.0,2.5,3090.0,12750.0,1.0,3,8,1750.0,1340.0,1968,98023,47.3408,-122.335,1760.0,25919.0,384900.0,2014-05-05,2014,5,5,19
1823069213,3.0,2.0,1550.0,15040.0,1.0,4,6,1550.0,,1958,98059,47.4873,-122.099,1510.0,41416.0,249950.0,2014-05-05,2014,5,5,19
4083300510,4.0,1.0,1390.0,4240.0,1.0,3,7,1050.0,340.0,1924,98103,47.6596,-122.338,1810.0,4240.0,657100.0,2014-05-05,2014,5,5,19
6865200444,2.0,3.0,1270.0,1175.0,2.0,3,8,1110.0,160.0,2000,98103,47.6634,-122.34,1290.0,1800.0,531000.0,2014-05-05,2014,5,5,19
1954440060,3.0,2.5,1900.0,8744.0,2.0,3,8,1900.0,,1987,98074,47.62,-122.043,2030.0,8744.0,560000.0,2014-05-05,2014,5,5,19
1861400060,4.0,1.75,2010.0,3600.0,1.5,3,7,2010.0,,1902,98119,47.6337,-122.371,2010.0,3600.0,740000.0,2014-05-05,2014,5,5,19
8138870530,2.0,2.5,1590.0,1426.0,2.0,3,8,1590.0,,2014,98029,47.5441,-122.013,1590.0,1426.0,419190.0,2014-05-05,2014,5,5,19
9822700255,3.0,2.5,1680.0,2000.0,3.0,3,9,1680.0,,1909,98105,47.6604,-122.29,1950.0,5000.0,670000.0,2014-05-05,2014,5,5,19
1225069038,7.0,8.0,13540.0,100000.0,3.0,3,12,9410.0,4130.0,1999,98053,47.6675,-121.986,4850.0,100000.0,2280000.0,2014-05-05,2014,5,5,19
6450303950,5.0,2.0,1840.0,9240.0,1.0,4,7,1540.0,300.0,1942,98133,47.7308,-122.34,1200.0,5250.0,435000.0,2014-05-05,2014,5,5,19
4440900040,4.0,1.75,1970.0,9389.0,1.0,5,7,1140.0,830.0,1960,98133,47.7771,-122.339,1820.0,8135.0,379950.0,2014-05-05,2014,5,5,19
1898700310,4.0,1.5,1240.0,9600.0,1.0,3,7,1240.0,,1971,98023,47.3206,-122.397,1240.0,9592.0,220000.0,2014-05-05,2014,5,5,19
3580900260,5.0,1.0,1120.0,9022.0,1.5,4,7,1120.0,,1962,98034,47.7296,-122.24,1310.0,7500.0,340000.0,2014-05-05,2014,5,5,19
6666830250,4.0,2.5,2450.0,4247.0,2.0,3,8,2450.0,,2013,98052,47.7048,-122.113,2970.0,4685.0,712198.0,2014-05-05,2014,5,5,19
3629910240,3.0,2.5,2490.0,4343.0,2.0,3,9,2490.0,,2003,98029,47.5493,-121.993,2130.0,4106.0,705380.0,2014-05-05,2014,5,5,19
5416510710,4.0,2.75,2310.0,5000.0,2.0,3,7,2310.0,,2006,98038,47.3614,-122.035,1980.0,5000.0,309950.0,2014-05-05,2014,5,5,19
993001330,3.0,2.25,1410.0,1332.0,3.0,3,8,1410.0,,2005,98103,47.6916,-122.34,1430.0,1448.0,406100.0,2014-05-05,2014,5,5,19
207500012,4.0,2.75,2600.0,5390.0,1.0,4,8,1300.0,1300.0,1960,98199,47.6382,-122.397,2550.0,5600.0,855000.0,2014-05-05,2014,5,5,19
8562710520,5.0,3.5,4490.0,6000.0,2.0,3,10,3200.0,1290.0,2006,98027,47.5396,-122.073,4530.0,6000.0,890000.0,2014-05-05,2014,5,5,19
2487700065,2.0,1.0,840.0,5510.0,1.0,3,7,840.0,,1955,98136,47.5247,-122.391,1630.0,5510.0,400000.0,2014-05-05,2014,5,5,19
259500270,3.0,2.5,3040.0,4535.0,2.0,3,9,3040.0,,2007,98056,47.51,-122.185,2670.0,4666.0,478000.0,2014-05-05,2014,5,5,19
2946001645,2.0,1.0,1200.0,8063.0,1.0,4,6,1200.0,,1958,98198,47.4204,-122.324,1200.0,7500.0,232000.0,2014-05-05,2014,5,5,19
7893805650,5.0,2.0,2050.0,10200.0,1.0,3,6,1430.0,620.0,1956,98198,47.4136,-122.333,1940.0,8625.0,210000.0,2014-05-05,2014,5,5,19
3241600150,3.0,1.0,1450.0,6000.0,1.0,4,7,1450.0,,1953,98118,47.5238,-122.287,1170.0,6464.0,287000.0,2014-05-05,2014,5,5,19
9187200285,6.0,1.75,2920.0,5000.0,2.5,4,9,2780.0,140.0,1908,98122,47.6024,-122.295,2020.0,5000.0,823000.0,2014-05-05,2014,5,5,19
7784400130,6.0,2.75,3200.0,9200.0,1.0,4,8,1600.0,1600.0,1953,98146,47.492,-122.364,2220.0,9500.0,497300.0,2014-05-05,2014,5,5,19
6071200545,5.0,2.75,2740.0,8426.0,1.0,4,8,1370.0,1370.0,1960,98006,47.5563,-122.184,2020.0,8783.0,541125.0,2014-05-05,2014,5,5,19
2780400035,4.0,2.5,2800.0,5900.0,1.0,3,8,1660.0,1140.0,1963,98115,47.6809,-122.286,2580.0,5900.0,665000.0,2014-05-05,2014,5,5,19
9828700900,2.0,1.0,1140.0,5400.0,1.0,5,7,1140.0,,1908,98112,47.6205,-122.294,1520.0,4800.0,549000.0,2014-05-05,2014,5,5,19
1862400176,4.0,2.5,2440.0,6651.0,2.0,3,9,2440.0,,2014,98117,47.6971,-122.371,1350.0,7653.0,631625.0,2014-05-05,2014,5,5,19
325059171,3.0,1.0,1330.0,77972.0,1.0,3,7,1330.0,,1928,98033,47.6891,-122.159,1340.0,17689.0,900000.0,2014-05-05,2014,5,5,19
5589900590,2.0,1.75,2110.0,9519.0,1.0,2,7,2110.0,,1948,98155,47.7504,-122.306,1480.0,9519.0,400000.0,2014-05-05,2014,5,5,19
8651402920,4.0,1.5,1120.0,5427.0,1.0,3,6,1120.0,,1969,98042,47.3628,-122.087,1150.0,5304.0,219900.0,2014-05-05,2014,5,5,19
3574801780,4.0,3.0,2340.0,7048.0,1.0,4,8,1340.0,1000.0,1979,98034,47.7306,-122.227,1440.0,8088.0,485000.0,2014-05-05,2014,5,5,19
7501000130,5.0,2.5,3180.0,13806.0,2.0,4,10,3180.0,,1990,98033,47.652,-122.182,3180.0,13798.0,800866.0,2014-05-05,2014,5,5,19
263000155,3.0,2.0,1410.0,6030.0,1.5,4,7,1410.0,,1930,98103,47.6994,-122.347,1410.0,6300.0,418000.0,2014-05-05,2014,5,5,19
1549500370,3.0,1.0,1340.0,100000.0,1.0,3,5,1340.0,,1953,98019,47.7534,-121.912,1800.0,100000.0,210000.0,2014-05-05,2014,5,5,19
4123400320,4.0,2.25,1990.0,7712.0,1.0,3,8,1210.0,,1973,98027,47.5688,-122.087,1720.0,7393.0,627000.0,2014-05-05,2014,5,5,19
8648900060,3.0,2.5,1790.0,2700.0,2.0,3,8,1790.0,,2010,98027,47.564,-122.093,1890.0,3078.0,509900.0,2014-05-05,2014,5,5,19
259600530,4.0,1.0,2070.0,7519.0,1.0,3,7,1160.0,910.0,1963,98008,47.632,-122.119,1730.0,7519.0,501000.0,2014-05-05,2014,5,5,19
8691330310,4.0,3.0,3690.0,9892.0,2.0,3,10,3690.0,,1998,98075,47.5937,-121.982,3430.0,11294.0,865000.0,2014-05-05,2014,5,5,19
1402810140,3.0,2.0,1050.0,10072.0,1.0,3,7,1050.0,,1986,98019,47.7341,-121.976,1130.0,10087.0,300000.0,2014-05-05,2014,5,5,19
1868900775,3.0,2.0,1800.0,5000.0,1.0,4,7,1080.0,,1942,98115,47.6738,-122.297,1800.0,5000.0,618500.0,2014-05-05,2014,5,5,19
9512000140,4.0,2.5,2120.0,10202.0,1.0,4,7,1620.0,500.0,1960,98005,47.5858,-122.17,1570.0,10762.0,755000.0,2014-05-05,2014,5,5,19
7853302370,4.0,2.5,2910.0,6479.0,2.0,3,7,2910.0,,2006,98065,47.5402,-121.887,2320.0,5178.0,499000.0,2014-05-05,2014,5,5,19
23500180,3.0,2.25,2010.0,6000.0,1.0,3,8,1330.0,680.0,1975,98052,47.6912,-122.115,2080.0,8260.0,570000.0,2014-05-05,2014,5,5,19
1823069155,5.0,1.75,2550.0,71874.0,1.0,5,7,1810.0,740.0,1960,98027,47.4845,-122.08,2170.0,51400.0,525888.0,2014-05-05,2014,5,5,19
124069032,3.0,1.75,1670.0,39639.0,1.0,4,8,1670.0,,1976,98075,47.5929,-121.989,2330.0,30492.0,600000.0,2014-05-05,2014,5,5,19
8648900110,3.0,2.5,1940.0,3211.0,2.0,3,8,1940.0,,2009,98027,47.5644,-122.093,1880.0,3078.0,555000.0,2014-05-05,2014,5,5,19
6145600865,4.0,2.0,1480.0,3844.0,1.5,5,7,1480.0,,1928,98133,47.7042,-122.352,1480.0,3844.0,449250.0,2014-05-05,2014,5,5,19
2125049120,3.0,2.0,2350.0,5700.0,1.5,4,8,1810.0,540.0,1939,98112,47.639,-122.31,2170.0,6000.0,770000.0,2014-05-05,2014,5,5,19
2790410250,4.0,1.75,2300.0,11700.0,1.0,4,9,1960.0,340.0,1977,98052,47.6331,-122.094,2840.0,12000.0,615000.0,2014-05-05,2014,5,5,19
6450304130,2.0,1.0,1140.0,5250.0,1.5,4,6,1140.0,,1949,98133,47.731,-122.341,1450.0,5250.0,329950.0,2014-05-05,2014,5,5,19
319500570,4.0,2.5,2730.0,10281.0,2.0,3,9,2730.0,,1996,98074,47.6227,-122.029,2750.0,7220.0,780000.0,2014-05-05,2014,5,5,19
7856410030,5.0,2.75,3190.0,16920.0,1.0,3,9,1690.0,1500.0,1976,98006,47.5641,-122.16,3100.0,13100.0,1030000.0,2014-05-05,2014,5,5,19
8146100325,3.0,1.75,1330.0,7500.0,1.0,3,8,1330.0,,1961,98004,47.6074,-122.195,1690.0,7800.0,787000.0,2014-05-05,2014,5,5,19
6896300375,2.0,1.0,2540.0,7000.0,1.0,5,8,1320.0,1220.0,1942,98118,47.5259,-122.261,2160.0,6000.0,580000.0,2014-05-05,2014,5,5,19
6821101870,3.0,1.75,1560.0,5520.0,1.0,4,6,780.0,780.0,1944,98199,47.6515,-122.399,1470.0,6000.0,524000.0,2014-05-05,2014,5,5,19
3329520410,3.0,1.75,1920.0,9306.0,1.0,3,7,1000.0,920.0,1984,98001,47.3319,-122.267,1860.0,8458.0,245000.0,2014-05-05,2014,5,5,19
8653900150,3.0,2.5,3240.0,7857.0,2.0,3,10,3240.0,,1994,98075,47.5857,-122.038,2970.0,7857.0,800000.0,2014-05-05,2014,5,5,19
425069020,4.0,2.5,4340.0,100000.0,2.5,3,11,4340.0,,1992,98053,47.6805,-122.048,2720.0,97138.0,1090000.0,2014-05-05,2014,5,5,19
6143600580,3.0,1.75,1490.0,10125.0,1.0,4,7,1490.0,,1962,98001,47.3075,-122.284,2488.0,4981.0,184000.0,2014-05-05,2014,5,5,19
3501600235,2.0,1.0,1770.0,8640.0,1.5,3,6,1520.0,250.0,1949,98117,47.6926,-122.363,1060.0,4804.0,585000.0,2014-05-05,2014,5,5,19
4305600040,4.0,2.5,2910.0,6338.0,2.0,3,8,2910.0,,2008,98059,47.4804,-122.126,2500.0,5877.0,549000.0,2014-05-05,2014,5,5,19
2558720120,4.0,1.75,2010.0,9211.0,1.0,3,7,1470.0,540.0,1977,98034,47.7206,-122.171,1840.0,8500.0,487585.0,2014-05-05,2014,5,5,19
1068000520,4.0,2.25,3490.0,6906.0,2.0,4,10,2280.0,1210.0,1928,98199,47.6424,-122.407,2540.0,6223.0,1230000.0,2014-05-06,2014,5,6,19
524059063,5.0,5.0,4490.0,10279.0,2.0,3,10,3930.0,560.0,2013,98004,47.5974,-122.202,2490.0,10279.0,1800000.0,2014-05-06,2014,5,6,19
